3,4,10,220,U,1,10
4,4,10,220,S,1,2,1,0,0,0
5,4,10,220,S,1,5,0,0,1,1
6,4,10,220,S,1,6,1,1,0,1
7,4,10,220,S,1,2,0,0,1,0
8,4,10,220,U,1,6
9,4,10,220,U,1,5
10,4,10,220,U,1,5
11,4,10,220,S,1,2,0,0,1,0
12,4,10,220,S,1,0,1,0,0,0
13,8,16,232,S,1,33,1,0,0,0,1,0,1,0
14,8,16,232,S,1,95,0,1,0,0,1,1,1,1
15,8,16,232,U,1,129
16,8,16,232,U,1,95
17,8,16,232,S,1,21,1,0,0,0,0,0,1,0
18,8,16,232,U,1,93
19,8,16,232,S,1,36,0,1,0,0,0,1,1,0
20,8,16,232,S,1,82,1,0,1,0,1,1,1,1
21,8,16,232,U,1,96
22,8,16,232,S,1,42,1,1,1,0,1,0,1,0
23,12,24,248,U,1,1665
24,12,24,248,U,1,1496
25,12,24,248,S,1,96,1,0,1,1,0,0,1,1,0,0,0,0
26,12,24,248,U,1,1756
27,12,24,248,U,1,1455
28,12,24,248,S,1,1716,1,0,1,0,1,0,0,0,0,1,1,1
29,12,24,248,U,1,1717
30,12,24,248,S,1,872,0,0,1,1,0,1,1,1,1,1,1,0
31,12,24,248,U,1,1647
32,12,24,248,S,1,590,1,0,1,0,1,0,1,0,0,0,1,0
33,16,32,264,S,1,28614,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1
34,16,32,264,S,1,25164,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1
35,16,32,264,U,1,23077
36,16,32,264,S,1,27167,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1
37,16,32,264,U,1,25090
38,16,32,264,U,1,32497
39,16,32,264,S,1,8383,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
40,16,32,264,U,1,29211
41,16,32,264,U,1,33843
42,16,32,264,U,1,32283
43,18,36,272,U,1,108264
44,18,36,272,U,1,99875
45,18,36,272,U,1,100534
46,18,36,272,U,1,115635
47,18,36,272,U,1,109286
48,18,36,272,S,1,11514,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
49,18,36,272,U,1,111538
50,18,36,272,S,1,566,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
51,18,36,272,U,1,93474
52,18,36,272,U,1,94966
53,20,40,280,S,1,292444,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
54,20,40,280,U,1,440724
55,20,40,280,U,1,452469
56,20,40,280,U,1,457068
57,20,40,280,U,1,429816
58,20,40,280,S,1,179421,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
59,20,40,280,U,1,422368
60,20,40,280,S,1,71705,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61,20,40,280,U,1,495587
62,20,40,280,S,1,304376,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
63,22,44,288,U,1,1715235
64,22,44,288,U,1,1494477
65,22,44,288,U,1,1865005
66,22,44,288,U,1,1807085
67,22,44,288,U,1,2030196
68,22,44,288,U,1,1821603
69,22,44,288,U,1,1811992
70,22,44,288,U,1,1731733
71,22,44,288,S,1,246074,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
72,22,44,288,U,1,1733494
73,24,48,296,U,1,7169804
74,24,48,296,S,1,5821105,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
75,24,48,296,U,1,8549178
76,24,48,296,U,1,6969276
77,24,48,296,U,1,7375920
78,24,48,296,U,1,6983155
79,24,48,296,U,1,7410159
80,24,48,296,S,1,4206562,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
81,24,48,296,U,1,7316614
82,24,48,296,U,1,7675951
83,4,20,360,S,1,8,0,1,1,0
84,4,20,360,S,1,9,1,1,1,0
85,4,20,360,U,1,16
86,4,20,360,S,1,10,1,1,0,1
87,4,20,360,U,1,12
88,4,20,360,U,1,11
89,4,20,360,U,1,12
90,4,20,360,S,1,3,1,0,1,0
91,4,20,360,U,1,10
92,4,20,360,U,1,10
93,8,40,3120,S,1,87,1,0,0,1,0,1,1,0
94,8,40,3120,U,1,277
95,8,40,3120,U,1,173
96,8,40,3120,U,1,202
97,8,40,3120,U,1,194
98,8,40,3120,U,1,214
99,8,40,3120,U,1,156
100,8,40,3120,U,1,191
101,8,40,3120,S,1,50,1,0,1,1,0,1,0,0
102,8,40,3120,S,1,38,1,1,1,0,1,0,0,0
103,12,60,3180,U,1,3376
104,12,60,3180,S,1,8,1,0,0,0,0,0,0,0,0,0,0,0
105,12,60,3180,U,1,3144
106,12,60,3180,U,1,3453
107,12,60,3180,U,1,3396
108,12,60,3180,U,1,3725
109,12,60,3180,S,1,60,1,0,0,0,1,0,0,0,0,0,0,0
110,12,60,3180,U,1,3542
111,12,60,3180,U,1,3371
112,12,60,3180,U,1,3532
113,16,80,3240,U,1,55377
114,16,80,3240,U,1,55076
115,16,80,3240,U,1,50889
116,16,80,3240,U,1,57410
117,16,80,3240,U,1,56834
118,16,80,3240,U,1,51056
119,16,80,3240,U,1,54408
120,16,80,3240,S,1,45887,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1
121,16,80,3240,U,1,47053
122,16,80,3240,U,1,57312
123,18,90,3270,U,1,247617
124,18,90,3270,U,1,220865
125,18,90,3270,U,1,217960
126,18,90,3270,S,1,68411,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
127,18,90,3270,S,1,3015,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
128,18,90,3270,S,1,195367,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1
129,18,90,3270,U,1,193343
130,18,90,3270,S,1,66085,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
131,18,90,3270,U,1,263335
